epoch,training acc.,training loss,val. acc.,val. loss
1 (high lr),0.3743,1.4535,0.4857,1.1909
2 (high lr),0.6335,0.8556,0.65,0.8961
3 (high lr),0.8562,0.3619,0.6871,1.0749
4 (high lr),0.9368,0.1776,0.8143,0.6045
5 (high lr),0.9395,0.1731,0.7786,0.6885
1 (low lr),0.9848,0.0448,0.9357,0.2117
2 (low lr),0.9979,0.0085,0.9471,0.1523
3 (low lr),0.9986,0.0035,0.9543,0.1522
4 (low lr),0.9989,0.0069,0.9529,0.172
5 (low lr),0.9998,0.0007421,0.9486,0.1854
