epoch,training acc.,training loss,val. acc.,val. loss
1 (high lr),0.4244,1.5612,0.5771,1.061
2 (high lr),0.7379,0.7016,0.6886,0.7828
3 (high lr),0.9073,0.2629,0.7186,0.8863
4 (high lr),0.9589,0.117,0.7486,0.7774
5 (high lr),0.9281,0.2035,0.8043,0.5861
1 (low lr),0.9876,0.0423,0.9371,0.2245
2 (low lr),0.9984,0.007,0.9343,0.1964
3 (low lr),0.9986,0.0055,0.9429,0.1692
4 (low lr),0.999,0.0044,0.9457,0.164
5 (low lr),1,0.00024428,0.9443,0.1621
