epoch,training acc.,training loss,val. acc.,val. loss
1 (high lr),0.4722,1.5958,0.5971,1.0126
2 (high lr),0.8417,0.4217,0.6571,0.9628
3 (high lr),0.9527,0.1359,0.81,0.6002
4 (high lr),0.971,0.0853,0.7686,0.7514
5 (high lr),0.949,0.153,0.6071,1.6748
1 (low lr),0.983,0.0526,0.9286,0.2854
2 (low lr),0.9989,0.0047,0.9314,0.2608
3 (low lr),1,0.00059963,0.9343,0.2573
4 (low lr),1,0.00027626,0.9357,0.2594
5 (low lr),1,0.0001817,0.9357,0.2609
