epoch,training acc.,training loss,val. acc.,val. loss
1 (high lr),0.43,1.415,0.5957,0.9879
2 (high lr),0.7692,0.5928,0.7443,0.6498
3 (high lr),0.9265,0.2038,0.6914,1.0926
4 (high lr),0.9467,0.1549,0.72,0.9981
5 (high lr),0.9337,0.1865,0.7971,0.6819
1 (low lr),0.9887,0.037,0.9129,0.3395
2 (low lr),0.999,0.0071,0.9314,0.311
3 (low lr),0.9994,0.0026,0.9229,0.2996
4 (low lr),0.9995,0.0018,0.92,0.3433
5 (low lr),1,0.0001865,0.92,0.3545
