epoch,training acc.,training loss,val. acc.,val. loss
1 (high lr),0.4132,1.4443,0.5343,1.092
2 (high lr),0.7622,0.6077,0.7857,0.5605
3 (high lr),0.9389,0.1817,0.7657,0.7128
4 (high lr),0.9724,0.0849,0.7457,0.7581
5 (high lr),0.9205,0.2163,0.64,1.4095
1 (low lr),0.9748,0.0725,0.9143,0.2567
2 (low lr),0.9984,0.0076,0.9157,0.2101
3 (low lr),0.9994,0.004,0.9257,0.2018
4 (low lr),0.9992,0.0034,0.9186,0.2276
5 (low lr),0.9998,0.0012,0.9229,0.2137
