width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,keypoint_13_x,keypoint_13_y,keypoint_14_x,keypoint_14_y,keypoint_15_x,keypoint_15_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,quality
393,361,56.743454,161.51598,86.099106,155.45003,112.39935,160.17717,119.10987,165.57921,96.83148,189.43529,114.23535,183.8645,102.567055,204.33458,91.017334,215.37328,73.68736,199.96692,77.1187,181.33142,100.545135,134.34041,64.65237,134.65898,45.732674,108.34075,55.93539,178.10005,54.156303,175.29025,50.37137,165.64188,11.467987060546875,10.732376,0.340760417141593,-3.4313354,20.375244,8.103867,46.67244,3.784935,1.7790871,0.6
393,361,67.28781,162.74059,103.36896,165.40666,8.436344,5.990476,138.88988,168.08144,101.53882,183.30142,120.553825,173.06822,125.69345,201.20947,97.01802,216.29951,78.72056,196.30292,77.96037,167.83731,12.39552,5.8289247,8.238447,5.8872666,7.4106693,3.2913864,74.73573,188.40724,65.88907,175.73557,53.457752,168.06213,239.1286187171936,1.8301392,0.4599194181400844,0.76018524,10.672562,15.464111,161.95004,12.431316,8.846664,0.6
393,361,9.562401,7.434654,8.95724,7.2308674,7.9857483,3.6301215,7.23023,6.8558617,109.45386,128.67097,126.891914,120.192856,118.871185,129.2255,105.27855,149.44524,74.9949,125.74234,67.996475,89.10739,123.87598,73.13425,63.231583,65.07442,85.096214,39.927326,68.047516,103.69116,58.021896,102.896225,45.95045,87.758545,4.686848719914754,100.49662,6.439001704560655,6.9984283,58.434074,39.563583,24.032974,12.071445,10.0256195,0.6
393,361,49.249893,122.22989,80.0746,126.10035,92.30002,123.81382,104.15515,127.87337,83.023895,160.79231,93.90955,148.6947,97.539795,175.59732,78.94469,185.89441,58.427063,165.7349,58.907425,135.5005,69.48474,99.806244,38.752308,113.03381,34.023438,112.21477,54.81182,144.6696,55.22825,138.35803,50.424057,133.25876,7.9300079345703125,2.949295,0.3690605883725706,-0.48036194,9.657532,25.29181,22.46669,4.8041916,-0.4164276,0.6
393,361,66.99425,97.968735,135.26903,99.25802,5.853788,4.515731,127.30979,93.30888,137.21269,127.51492,150.48161,118.161224,151.26654,139.30559,134.78932,149.47536,109.4935,133.92833,94.868706,114.32498,6.3272214,3.8102279,3.5204206,2.7003646,5.278416,3.0965316,93.73381,122.69763,89.12368,127.46321,80.68963,120.315796,138.49422550201416,1.9436646,0.281977275131827,14.624794,27.874458,13.189941,111.62462,8.4340515,4.6101303,0.6
393,361,65.39516,94.00557,104.22598,92.6367,111.16085,91.72444,145.83073,93.3846,111.312225,128.18959,127.41336,119.73342,124.61035,136.58961,111.95447,153.95831,84.598946,136.82314,72.0435,109.06897,112.64402,54.114132,55.246338,44.134544,48.603626,26.940636,83.05197,135.0213,68.24997,130.20374,58.056107,124.325,3.029022216796875,7.0862427,0.406393120883932,12.555443,6.648346,19.12062,64.934425,10.193863,14.802002,0.6
410,344,39.237957,92.469406,69.4259,95.9258,5.516013,7.414463,90.862335,88.89116,73.80009,120.85332,95.198616,108.78406,95.00748,134.17296,76.264275,151.58958,54.03732,137.00186,46.811523,118.665344,81.50869,55.231773,34.90558,66.48609,23.557953,54.61832,67.770546,148.99924,47.71559,141.29521,39.17257,125.82469,127.5214958190918,4.3741837,0.17922863508920328,7.2257957,7.5735664,2.187973,52.179253,8.543022,20.054955,0.6
410,344,90.04672,102.826675,135.48215,100.02597,151.65424,95.19417,161.46654,95.602554,128.08777,136.97987,147.42737,119.36308,146.60455,146.146,149.97137,148.20303,112.403244,146.64473,101.4684,111.1972,139.97119,69.63339,114.91661,76.1277,106.967255,48.226154,111.17073,141.65932,98.21739,127.07091,85.39215,114.99259,12.055923461914062,7.3943787,0.5323597287171011,10.934845,11.421677,25.782677,35.069496,12.825241,12.953339,0.6
393,361,6.7060266,4.488265,7.0066714,2.9601636,3.3940246,2.6096041,4.5334077,4.1858563,102.25858,162.73904,123.165115,144.31677,112.67236,163.00792,106.16193,181.50642,82.34332,169.12532,65.16097,152.49918,6.190241,3.16445,3.701095,4.0844936,7.42705,2.45829,84.60582,175.77472,70.46721,169.79884,57.928997,174.23604,2.3032753467559814,95.251915,8.704037779264942,17.18235,58.454945,10.239868,148.41469,12.538212,14.138611,0.6
393,361,56.743454,161.51598,86.099106,155.45003,112.39935,160.17717,119.10987,165.57921,96.83148,189.43529,114.23535,183.8645,102.567055,204.33458,91.017334,215.37328,73.68736,199.96692,77.1187,181.33142,100.545135,134.34041,64.65237,134.65898,45.732674,108.34075,55.93539,178.10005,54.156303,175.29025,50.37137,165.64188,11.467987060546875,10.732376,0.340760417141593,-3.4313354,20.375244,8.103867,46.67244,3.784935,1.7790871,0.6
393,361,67.28781,162.74059,103.36896,165.40666,8.436344,5.990476,138.88988,168.08144,101.53882,183.30142,120.553825,173.06822,125.69345,201.20947,97.01802,216.29951,78.72056,196.30292,77.96037,167.83731,12.39552,5.8289247,8.238447,5.8872666,7.4106693,3.2913864,74.73573,188.40724,65.88907,175.73557,53.457752,168.06213,239.1286187171936,1.8301392,0.4599194181400844,0.76018524,10.672562,15.464111,161.95004,12.431316,8.846664,0.6
393,361,9.562401,7.434654,8.95724,7.2308674,7.9857483,3.6301215,7.23023,6.8558617,109.45386,128.67097,126.891914,120.192856,118.871185,129.2255,105.27855,149.44524,74.9949,125.74234,67.996475,89.10739,123.87598,73.13425,63.231583,65.07442,85.096214,39.927326,68.047516,103.69116,58.021896,102.896225,45.95045,87.758545,4.686848719914754,100.49662,6.439001704560655,6.9984283,58.434074,39.563583,24.032974,12.071445,10.0256195,0.6
393,361,49.249893,122.22989,80.0746,126.10035,92.30002,123.81382,104.15515,127.87337,83.023895,160.79231,93.90955,148.6947,97.539795,175.59732,78.94469,185.89441,58.427063,165.7349,58.907425,135.5005,69.48474,99.806244,38.752308,113.03381,34.023438,112.21477,54.81182,144.6696,55.22825,138.35803,50.424057,133.25876,7.9300079345703125,2.949295,0.3690605883725706,-0.48036194,9.657532,25.29181,22.46669,4.8041916,-0.4164276,0.6
393,361,66.99425,97.968735,135.26903,99.25802,5.853788,4.515731,127.30979,93.30888,137.21269,127.51492,150.48161,118.161224,151.26654,139.30559,134.78932,149.47536,109.4935,133.92833,94.868706,114.32498,6.3272214,3.8102279,3.5204206,2.7003646,5.278416,3.0965316,93.73381,122.69763,89.12368,127.46321,80.68963,120.315796,138.49422550201416,1.9436646,0.281977275131827,14.624794,27.874458,13.189941,111.62462,8.4340515,4.6101303,0.6
393,361,65.39516,94.00557,104.22598,92.6367,111.16085,91.72444,145.83073,93.3846,111.312225,128.18959,127.41336,119.73342,124.61035,136.58961,111.95447,153.95831,84.598946,136.82314,72.0435,109.06897,112.64402,54.114132,55.246338,44.134544,48.603626,26.940636,83.05197,135.0213,68.24997,130.20374,58.056107,124.325,3.029022216796875,7.0862427,0.406393120883932,12.555443,6.648346,19.12062,64.934425,10.193863,14.802002,0.6
410,344,58.199642,94.619095,105.37686,92.40316,107.03558,91.98309,142.49644,98.23367,105.763176,120.75231,131.17535,117.29169,125.218285,145.17728,109.73028,152.91486,85.976364,138.23267,72.14483,116.53762,94.72079,66.81218,76.725006,62.240543,85.49838,32.849907,79.44222,127.465416,60.31289,133.97852,45.228683,119.22974,8.466514587402344,0.3863144,0.12511459571573147,13.831535,13.945187,4.214691,54.297077,15.084206,19.129333,0.6
410,344,72.78325,141.19122,95.855896,141.38707,94.68751,142.49937,117.66898,142.04355,93.52093,165.08838,110.076996,163.52367,110.155594,187.00937,92.12705,197.31761,75.56318,183.82271,72.305824,161.60614,84.651474,110.804085,45.093235,112.164955,47.11004,91.01802,73.55128,173.039,63.428867,186.7568,52.892063,165.60117,1.964630126953125,2.3349686,0.2617321741816212,3.2573547,-0.47742462,3.4822388,49.441185,10.536804,10.12241,0.6
410,344,99.17795,90.58147,120.99655,88.37161,118.09995,89.25421,142.96507,88.52644,120.56587,112.216324,137.41248,115.14576,135.251,132.96729,121.229935,149.3122,102.69026,134.69362,96.96513,115.28075,125.234,45.692715,106.117775,54.51225,91.70511,43.327847,108.43577,147.00392,93.69197,141.07843,84.14094,126.76123,2.9376220703125,0.43067932,0.3572120154848286,5.725128,-2.2128143,-3.0644226,60.768497,9.551033,14.743797,0.6
410,344,88.87769,140.38101,108.31962,137.51114,108.889305,137.26842,115.522606,138.16214,109.56069,162.3038,123.28601,145.52402,124.10874,171.58525,115.796585,189.18773,91.21276,173.50223,90.20088,146.46013,105.17191,122.77667,98.348015,108.34131,100.69167,90.32739,88.38437,169.2693,71.21647,166.37566,64.60111,142.90758,4.1006927490234375,1.2410736,0.10051466964879396,1.011879,1.3231888,15.843674,38.11882,6.6153564,17.1679,0.6
105,73,81.7576,92.973694,146.34799,101.63338,164.27794,95.63527,181.62108,103.16315,144.13431,143.34006,168.1957,136.85626,164.17137,182.55367,133.85487,206.08487,105.23528,176.26253,98.18338,128.71678,154.62901,62.79979,113.83517,58.882557,109.90826,25.181404,117.7003,199.26837,85.0034,176.4326,72.50743,129.07239,16.18756103515625,2.213684,0.3431180952856553,7.051903,16.425781,14.623276,69.83423,12.495972,32.6969,0.7
175,131,48.759617,79.18107,103.72337,74.5348,126.86995,72.09112,147.52086,72.09937,104.628876,133.00784,128.03944,110.89062,127.870926,155.92714,106.11426,182.4723,81.63217,152.85338,72.018456,107.31897,104.193596,28.610542,72.87561,45.590614,55.49482,19.098034,80.71978,151.23569,54.947014,125.06704,47.39165,95.09831,9.525375366210938,0.9055023,0.18173136541689927,9.613716,23.258839,25.688873,61.728355,7.5553627,25.772766,0.7
94,66,31.888464,74.13026,112.110054,76.96289,137.25288,64.248634,180.37257,76.6812,112.69557,123.93733,144.96236,111.58681,143.49889,164.19884,110.406685,196.40062,79.26592,151.60829,72.63695,99.74994,115.84058,27.804014,76.932144,39.012688,66.86703,15.305544,91.3853,187.82146,61.926865,157.99426,47.786358,109.236694,17.514236450195312,0.5855179,0.35202122282984394,6.628975,40.74848,24.187393,60.73725,14.140507,29.458435,0.7
130,103,54.70166,76.96457,140.12859,85.60925,179.05884,78.8947,206.63306,84.26569,136.40472,130.97127,165.76172,116.94357,156.68028,151.19194,126.61327,172.98141,99.09147,149.92093,92.31958,118.7031,148.62845,27.938063,102.81277,34.299213,78.25278,18.612799,103.8656,168.19095,73.70924,154.87677,61.70832,127.877144,14.015678405761719,3.7238617,0.05513909202480871,6.7718887,37.61792,12.268166,84.403885,12.000923,30.156357,0.7
71,57,49.279114,82.18332,108.23565,86.66696,134.06512,84.80958,144.0112,84.80158,109.99692,151.63113,151.92229,126.94393,142.19714,174.22719,109.384,200.69528,77.085785,167.06885,63.24516,115.411575,116.61729,53.19527,75.478714,46.142033,57.139004,16.991735,89.30363,187.56857,50.54692,165.39761,37.34528,127.31851,4.8640899658203125,1.7612686,0.32444923051746444,13.840626,13.966045,36.21956,69.26955,13.201641,38.756706,0.7
122,108,72.98351,91.461205,126.69645,93.957825,169.59692,89.41149,185.27338,92.1986,132.07202,149.72342,157.38622,136.81311,157.06577,176.32954,125.96655,193.59273,94.56275,162.76993,80.74141,121.46028,155.8588,43.308228,104.58028,37.277504,84.03122,8.842331,108.72287,180.79019,71.3334,175.52087,57.612793,136.71667,5.283729553222656,5.375572,0.2648767184394176,13.821342,7.7578964,28.263138,84.18278,13.720604,37.389473,0.7
114,86,87.10111,112.01255,138.88911,105.76884,98.90678,50.6477,178.26746,111.819336,149.4547,166.24557,168.64992,152.93,168.78714,189.2391,143.95828,209.02762,112.77803,190.44843,97.59444,149.90663,152.98898,63.147896,131.66736,75.268234,141.72443,41.719982,132.2781,201.3751,91.9103,193.9742,70.42851,167.11478,88.82881546020508,10.565582,0.42331327746264114,15.183594,10.493324,16.338943,74.6384,21.481789,40.367805,0.7
77,63,44.297558,94.43862,119.834145,97.88705,123.74156,94.9265,151.65338,95.963745,106.66288,150.68997,128.47667,137.73532,121.39155,169.80298,103.3414,180.60945,76.78647,157.87033,62.744453,122.69913,125.919235,62.763374,75.02274,63.44567,60.798782,24.991905,95.87712,179.10074,52.48822,171.70493,38.185944,139.23024,4.4856719970703125,13.171265,0.8078053282292705,14.042015,18.446896,27.990845,59.253456,14.302277,43.3889,0.7
156,119,62.261745,104.04356,139.15823,112.19479,146.79977,109.44413,167.19556,111.21207,131.62271,158.9818,154.84146,149.29617,150.01863,182.16374,124.75607,197.77313,101.43815,172.6456,96.99294,133.09048,145.45871,64.51575,92.48875,74.54075,81.032684,54.307575,111.50857,189.43524,85.853165,166.69257,78.537964,134.74815,10.36016845703125,7.5355225,0.20296178908048512,4.4452057,34.731197,25.891312,58.549736,7.315201,25.655403,0.7
55,38,87.56183,95.65577,151.86401,83.4044,144.66252,78.83401,196.40962,87.8241,149.78131,120.177986,169.82799,124.00543,165.36711,147.75787,142.77289,154.06505,112.94984,139.23068,104.389206,113.34338,153.15277,37.69656,5.1450796,7.9925528,19.467094,41.900593,118.05185,149.56505,96.0905,145.25677,87.776054,128.09793,21.241455078125,2.0827026,0.06439415703869322,8.560631,16.827377,6.8346024,105.35083,8.3144455,21.96135,0.7
120,93,81.71637,86.41825,125.19671,85.70363,141.29486,84.555176,157.04991,87.22418,120.28831,137.31557,138.49081,134.44606,139.80112,165.54778,116.87891,182.92133,85.179825,156.86374,77.940125,121.85379,139.11966,46.34855,104.5826,50.666428,98.54289,22.888618,103.51054,178.41216,71.06327,158.01909,61.63769,117.11902,3.3836288452148438,4.9084015,0.13364066401096641,7.2397003,-3.776245,15.461777,71.18736,9.425579,32.447266,0.7
100,93,25.994282,83.9514,120.707436,85.73978,153.92282,80.233025,167.96333,81.86931,130.57011,131.63455,155.45035,113.062454,162.0234,152.254,139.9546,176.11124,96.07911,147.91415,79.01144,110.96595,126.821205,46.56979,63.53201,44.930664,58.638306,21.38274,109.66165,164.94386,72.90165,147.65256,55.66903,112.39819,7.588844299316406,9.862679,0.03270396327871361,17.067673,53.017155,20.668602,66.035286,17.23262,36.760002,0.7
82,63,52.82301,79.37385,123.70637,79.59436,147.4177,77.85108,183.55095,82.275696,125.21994,134.46019,157.25623,117.24204,144.35187,164.427,124.099106,190.3614,93.07437,159.94029,73.62312,110.34675,129.69194,24.153376,84.38009,40.05342,62.263145,12.206998,95.96832,169.56499,55.4628,163.40024,39.567265,125.16949,5.0038909912109375,1.5135727,0.018345595199899756,19.451248,20.800114,24.113441,70.29333,15.8955345,40.505524,0.7
106,86,46.928375,76.993095,127.07272,80.606705,141.06946,77.06267,174.11711,80.01699,119.632645,140.61731,153.19026,118.29085,146.69821,159.3358,120.944214,185.45828,89.18602,149.06503,76.246185,96.78338,127.91584,40.448277,91.563515,35.234524,83.42096,9.081777,90.66405,153.7398,70.445694,130.84564,58.75367,98.63507,6.56793212890625,7.4400787,0.34796816781607065,12.939835,29.31781,43.83393,61.548855,11.692024,20.218353,0.7
93,56,99.78493,87.07702,149.4144,92.794785,148.84116,86.26487,176.99385,83.081924,149.04832,129.4084,188.25882,121.22331,184.92253,161.03871,158.07501,185.21252,131.24329,160.54158,121.04336,129.05774,158.45056,42.980156,4.8805275,4.4659324,79.05504,42.102695,152.36252,184.87782,117.88973,172.8014,104.8998,136.07497,10.980255126953125,0.3660736,0.35227686476548037,10.199928,21.25843,0.35066223,124.591805,12.989929,34.472786,0.7
68,59,67.49726,90.16755,137.40395,88.7592,155.42221,88.591064,175.68729,91.728935,139.64629,128.69534,159.02573,124.46878,164.89526,155.17447,133.12883,178.76991,102.72282,154.95366,90.49299,122.26954,124.22658,33.123325,61.737274,51.14958,36.31196,19.763062,108.74397,164.80511,80.06317,150.75198,58.540657,119.60416,4.5462188720703125,2.24234,0.20789154080238081,12.229828,22.995728,6.425804,71.119965,21.522514,28.680801,0.7
92,70,75.39494,89.701454,142.3687,88.2975,159.67833,87.06171,181.51672,88.113556,148.25371,139.32402,171.5063,128.60904,165.54494,162.14874,142.72162,178.06325,111.06821,154.67166,90.04197,112.740204,128.57037,28.261257,75.70616,50.42365,52.904095,12.721444,120.77998,161.27989,77.03294,160.18523,55.663563,123.7508,2.8236923217773438,5.88501,0.31259474459962133,21.026237,14.647026,26.583817,62.316555,21.36938,43.74704,0.7
63,46,39.59985,86.326645,107.14513,88.84427,129.8443,84.090385,169.3901,85.57028,101.21889,137.10442,137.6328,121.448364,125.04361,156.22946,96.68147,179.28786,75.25296,150.9802,65.90076,109.98059,141.96744,25.457542,76.86725,24.995981,71.23979,5.1241674,96.86762,181.07147,55.323986,158.35576,39.356136,124.14858,5.510246276855469,5.926239,0.1460370370137425,9.352203,26.300907,27.123825,84.98461,15.96785,41.543636,0.7
89,69,39.55303,73.11403,101.61024,71.62266,128.23877,61.919662,168.27762,62.113205,110.279625,146.41522,135.9751,120.47535,151.14352,157.64635,121.92008,192.73653,80.341385,170.69215,57.527893,121.45572,107.94335,17.994453,56.660027,21.916344,32.2909,3.8672976,86.8569,176.25267,39.448982,166.21869,23.672207,121.75133,20.703819274902344,8.669388,0.5764431612082961,22.813492,17.974865,24.959503,99.539375,15.776775,47.40792,0.7
91,70,66.30411,91.60866,116.95271,88.58699,128.62086,84.18027,184.99463,71.94975,105.627235,153.59692,132.87653,140.08028,118.9655,167.05257,98.30434,182.70206,78.210335,152.84291,75.117836,116.66246,137.02205,56.08693,85.071205,44.363827,79.105576,11.159692,74.18168,153.56897,61.12226,136.05017,58.904907,119.28898,24.263320922851562,11.325478,1.1987398532628712,3.0924988,8.813728,36.934464,72.29863,2.2173538,13.059418,0.7
51,49,98.31287,67.782425,167.68532,63.65883,165.59296,64.56065,181.86655,65.46143,147.74178,120.44847,183.26984,116.0784,160.28346,141.21353,133.42096,151.54886,102.57331,133.3474,95.47365,104.355934,159.20052,18.389215,102.26552,23.039164,85.67318,9.135917,111.998436,136.32626,73.50646,119.89166,60.84015,101.07141,5.024375915527344,19.943542,0.7579220599319774,7.099663,-2.8392181,16.092537,81.31677,12.666313,38.491974,0.7
156,105,75.08348,70.68437,133.90102,71.656784,159.76488,67.44232,180.10503,68.43034,134.87318,128.81528,165.86577,108.40437,164.71318,150.22049,135.57744,182.2281,103.205536,150.3374,94.987564,102.86743,147.1504,16.534237,99.59509,21.060608,86.83171,6.8568645,105.92484,150.31947,81.6122,131.86111,72.85902,101.88196,6.4684906005859375,0.97216797,0.07018847552928476,8.217972,19.904083,25.947845,81.80682,8.753181,24.312645,0.7
240,203,43.410816,74.478546,109.40244,78.53663,106.07101,76.40416,167.34192,79.26903,100.57846,115.34799,120.08743,105.821465,132.20888,129.45293,111.51753,157.86127,73.70602,130.1349,59.85164,88.24783,126.15463,34.73233,86.679016,41.83618,64.171074,21.453552,81.6095,146.42213,60.7268,122.877365,45.207157,87.3646,6.922950744628906,8.823982,0.13768032172636258,13.854378,16.440823,27.100159,46.41165,15.519642,20.882698,0.7
93,81,102.45968,63.140278,124.73096,63.752098,132.41171,60.72336,151.8699,58.51244,132.55295,89.53936,144.95087,92.16846,143.1229,104.523575,125.69728,112.7019,108.674095,101.10982,104.90535,83.03136,120.66882,37.03699,90.835594,39.386288,83.08118,24.638042,116.454575,110.86901,97.00735,105.13661,91.66866,86.39898,7.656578063964844,7.821991,0.11556898871955945,3.7687454,2.445671,6.508003,43.64507,5.338684,19.447227,0.7
68,48,58.83939,91.94825,143.4206,88.56827,152.10332,88.71424,149.82353,87.7762,135.313,131.58289,164.14267,135.60762,148.79108,160.50017,131.94238,163.67006,106.28471,132.22781,103.95374,84.55322,138.24225,53.427166,92.92043,36.97676,93.99778,10.085932,103.01157,106.59055,86.85496,105.37491,75.572235,84.16821,5.3930206298828125,8.10759,0.3566948856135721,2.3309708,45.114353,47.029663,47.57646,11.282722,16.156616,0.7
104,72,58.5385,145.20967,139.41077,154.34538,146.46576,146.51434,185.69185,149.61165,141.60582,184.91708,164.77011,185.0201,160.86874,205.96921,145.23947,215.46945,117.89058,200.71957,99.1891,170.32137,123.31766,111.88848,104.28048,102.28844,65.247696,68.95963,126.3734,210.51404,87.496765,210.49924,74.11987,183.79391,12.233016967773438,2.195053,0.0038119755563533753,18.701477,40.6506,14.595718,68.03293,13.376892,38.876633,0.7
56,44,70.94664,82.38456,150.42499,89.560844,176.34618,87.85235,201.46892,86.59021,128.78421,132.61436,157.04619,138.18124,150.58267,175.3526,127.383835,198.24263,99.562485,151.9703,104.8957,117.27236,165.40265,49.714638,115.68349,50.688026,100.494286,35.95528,103.385605,169.12218,74.68254,154.74681,71.30214,90.988014,8.438423156738281,21.640778,0.26593472187632083,-5.333214,33.94906,15.342003,66.584335,3.3804016,28.703064,0.7
70,48,87.01515,101.74066,161.22867,99.090515,163.32143,99.535385,187.594,95.02916,156.31435,146.88448,173.90947,140.4296,163.73392,162.17767,138.02942,179.24864,123.294395,149.74704,120.32396,118.40328,135.56172,28.592117,81.5785,50.414,58.65145,12.42927,129.29022,174.97626,107.413246,171.09352,100.23922,132.22304,7.6395263671875,4.914322,0.2925211769759162,2.970436,33.308807,28.481194,67.98928,7.1740265,21.876976,0.7
172,108,72.60474,31.27203,120.496506,33.77698,146.43633,30.01763,149.15805,31.481808,118.86394,110.141235,141.82301,105.60654,138.73708,150.52213,111.373886,187.29417,87.747665,130.13412,86.963196,78.047134,4.269916,1.2078216,3.4929714,2.1567776,4.447845,1.0525718,93.49099,173.31488,72.57189,139.55582,62.88156,98.97343,4.27973747253418,1.6325684,0.0146286389969984,0.7844696,14.358459,32.0941,75.89036,9.6903305,20.919098,0.7
93,52,65.22221,94.81435,132.30246,98.905624,144.33614,96.451416,185.36917,99.02677,134.38434,137.9807,151.7919,134.14047,148.98158,169.15681,120.74657,180.9978,97.42493,161.096,97.96007,121.04925,146.75839,51.841225,113.64374,47.932076,112.04408,15.879863,94.00552,161.62236,72.95593,165.6662,60.9318,133.93547,6.666633605957031,2.0818787,0.13288365229916987,-0.535141,32.737854,16.93145,73.11717,12.024132,21.049591,0.7
116,59,108.37969,100.69122,128.90282,102.68078,138.48222,99.444595,156.61589,104.34733,126.511505,161.78479,151.13083,137.75595,156.19641,184.64282,132.95828,212.97398,105.56144,183.79951,99.0915,134.99722,124.76236,32.514633,79.40719,35.945503,79.7398,7.499493,104.315926,179.36972,78.803406,180.88953,63.365257,130.27829,6.8922882080078125,2.3913116,0.14650700017298757,6.46994,-9.288193,26.787567,99.05172,15.4381485,25.51252,0.7
114,68,62.52256,118.96439,120.367134,126.58542,139.2023,124.20468,180.33188,123.272446,121.24431,181.95235,142.90555,153.1818,140.21922,198.81625,114.95343,218.42279,81.933876,193.45723,64.78792,126.13732,140.5515,46.533722,114.87008,52.396515,132.4396,16.322231,85.42986,204.74759,67.66519,202.14017,52.60063,172.9705,8.584693908691406,0.8771744,0.49622602569657226,17.145958,2.265358,55.815025,73.74081,15.06456,17.764671,0.7
132,86,87.98375,94.82706,144.55627,100.86572,170.3952,99.32548,167.72684,102.139244,139.21906,148.54892,168.25836,126.617615,162.35387,172.11014,133.48207,193.92856,94.86109,152.00134,92.52746,95.82902,114.83485,48.26436,95.47331,37.326534,92.823074,10.826282,91.719696,135.60039,61.32757,131.13223,49.246494,91.9027,8.924636840820312,5.337219,0.04897429089275618,2.3336334,4.543709,52.719902,58.502483,12.081078,30.392124,0.7
96,63,48.60318,106.49202,125.952255,100.830284,122.96009,103.08916,149.33395,97.89014,127.02739,141.92378,142.052,140.35175,149.37357,169.45544,127.76063,185.26813,98.66893,167.11505,83.63978,137.87434,115.31739,55.71046,84.62172,43.51833,82.108864,12.291696,119.8689,185.0693,78.68378,184.77527,56.399117,152.09561,10.860755920410156,1.0751343,0.05174067015563655,15.029152,35.0366,4.0494385,94.35602,22.28466,41.18512,0.7
129,81,121.51062,114.70705,153.29062,114.647,162.6867,111.57302,188.59363,112.05657,151.53217,163.9524,167.20659,147.22572,169.2197,185.9572,148.63158,205.41724,135.26666,182.02425,135.35298,151.6316,160.11177,63.61488,121.824776,58.789845,119.539825,21.663855,135.52196,193.66188,116.14342,186.0352,109.17113,153.62376,5.724456787109375,1.7584534,0.1869444275328449,-0.08631897,13.842361,12.3207855,92.84177,6.97229,19.37854,0.7
103,67,63.465244,90.45891,147.60033,103.07096,175.92708,106.131874,214.32684,115.12568,149.40599,141.99158,176.99556,140.59282,169.05919,179.88907,132.42366,198.9331,96.632,157.95842,98.358765,105.48089,171.03076,73.18419,125.38553,73.76187,126.11219,46.49124,93.06092,159.69154,80.73709,137.57597,60.59329,114.445694,27.727684020996094,1.8056641,0.34428685927260894,-1.7267609,34.89352,36.51069,31.719017,20.143803,12.32383,0.7
113,90,72.64796,81.781235,119.75131,83.98454,159.61354,82.79523,169.07321,81.77534,118.90743,121.861176,149.27246,104.30144,147.01485,140.97415,125.50877,153.30135,90.28946,124.82664,78.73572,79.62851,157.74088,48.03776,120.7417,45.92662,152.73434,12.110198,98.5045,140.61475,66.002235,138.17004,45.33075,99.88634,3.2231979370117188,0.8438797,0.17930523753225613,11.553741,6.087761,42.232666,33.70189,20.671486,32.502266,0.7
76,59,49.28318,63.160484,116.592545,70.40303,155.88553,66.46216,187.08733,60.420006,113.2672,123.91361,156.79735,97.03335,144.24802,146.8801,111.838104,168.12277,81.410736,142.01283,74.69948,94.409836,25.501186,4.4962645,75.33345,17.507359,43.06948,5.797695,87.01257,160.52742,52.648003,148.08556,41.4004,103.20308,13.284698486328125,3.325348,0.21209761490979595,6.711258,25.416298,29.503777,76.90248,11.247604,34.36457,0.7
58,45,50.967484,62.25933,125.24385,65.42967,154.14584,58.41494,178.8022,64.52712,131.49937,132.98817,169.3338,132.28207,148.36885,159.73984,125.10809,172.77913,94.17608,149.10007,87.13269,107.61671,148.64587,22.967787,78.62627,26.37926,59.803604,6.4505386,92.32973,151.41817,55.294365,157.42067,46.87373,108.34261,9.282524108886719,6.2555237,0.6835200024699677,7.0433884,36.165207,25.371468,81.23745,8.420635,37.035362,0.7
234,102,75.585,76.16185,115.55734,78.20663,133.36562,72.45675,138.30211,74.71443,113.6467,150.03323,131.96031,126.77509,137.72247,183.63033,11.73962,4.926827,98.593155,179.5496,96.870995,108.020065,117.42647,7.8872256,80.31546,14.4,72.627075,6.118563,94.74861,171.20009,87.398285,160.23424,85.156944,127.32872,7.197296142578125,1.9106445,0.5947795690232143,1.7221603,21.285995,42.01317,93.62006,2.2413406,7.3503265,0.7
92,144,62.072403,76.07578,143.45764,73.27729,161.88855,73.52641,198.05017,79.57681,146.58029,120.81236,180.98097,108.10339,170.73547,135.16759,152.35901,144.74884,98.515305,125.96344,76.61726,89.66648,155.3346,44.12252,91.708374,42.294617,67.60237,16.06887,105.68266,129.97302,74.752785,123.32576,54.744194,95.29176,8.848892211914062,3.1226501,0.9345860353373969,21.89804,14.544861,31.145882,47.371864,20.00859,30.929878,0.7
125,72,61.76989,86.089745,110.70988,84.82363,155.94772,81.55953,170.13148,84.23653,113.95099,143.78188,131.37202,127.50006,141.9006,175.90125,114.748634,208.05621,86.166855,178.25606,71.92792,128.36823,139.37572,31.711082,99.267624,44.80703,81.73862,8.06192,84.88007,173.97806,64.3146,182.03091,44.991974,151.23505,5.235664367675781,3.2411118,0.08139516286597392,14.238937,10.158028,15.4136505,83.561195,19.322624,20.565475,0.7
