width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,quality
67,58,98.54451,121.691475,116.1265,83.29363,122.369385,119.56044,125.31452,188.8842,107.2605,171.12357,90.37742,189.94266,84.53056,154.50551,144.75217,76.41964,110.563,43.539757,1.7876949,1.1415088,99.23979,8.490482,17.581993,-2.1310349,2.945137,17.760635,18.819092,-28.811304728190095,43.1408,114.338806,0.7
79,64,117.12613,89.846306,142.5133,70.9358,145.90332,114.12564,145.66826,153.13339,118.06226,134.36917,78.0166,137.53053,63.030586,115.54036,161.63837,45.20166,130.1043,24.933968,1.1283479,0.5528343,109.72153,7.2229657,25.387177,24.279335,0.23506165,18.764221,3.1613617,-26.13733418782553,68.92398,141.38496,0.7
86,66,114.54668,104.62534,139.76544,62.965286,155.33972,98.136024,158.00076,174.11395,125.491646,148.70609,55.58155,142.74625,34.056107,136.39348,184.91905,48.181957,165.87079,16.648232,1.5854743,0.51079863,110.95839,1.3890467,25.218765,-6.489319,2.6610413,25.407867,-5.959839,-18.79528299967447,49.95407,138.17996,0.7
108,98,102.708305,109.86993,111.72892,92.308044,119.18528,129.1352,117.52055,184.02069,108.15813,160.36673,75.59771,167.48822,64.30069,106.132904,148.64078,88.95107,132.92345,56.50738,1.9203415,1.4563781,82.24627,27.909153,9.020615,19.265266,1.6647263,23.653961,7.1214905,-64.4923095703125,40.184113,109.80858,0.7
173,146,99.42141,94.55109,120.772575,75.34551,137.23373,115.27511,132.70377,161.19762,106.2619,136.09991,56.11507,142.38881,32.434357,94.28305,168.6197,89.09143,156.24779,45.789017,93.258865,21.743418,104.08711,6.989936,21.351166,20.724022,4.5299683,25.097702,6.2888947,-52.27906290690103,26.183678,27.51371,0.7
83,67,101.10159,106.475784,110.75481,90.05714,131.73795,134.04037,135.68903,184.52345,116.5692,167.77649,83.03423,177.16476,58.122826,148.39124,162.43286,84.09588,130.40933,32.89733,0.83200973,0.3220595,65.58907,1.4098257,9.6532135,27.56459,3.9510803,16.746964,9.388275,-28.097005208333343,49.944504,109.9228,0.7
67,67,134.63513,95.65044,152.39606,72.15786,166.62343,114.508606,161.67296,165.26999,148.68271,141.16592,115.90642,152.9351,79.721634,96.92249,198.51646,67.67265,160.97794,34.947067,1.7030029,0.7646092,115.9191,5.8953204,17.760925,18.85817,4.95047,24.104065,11.76918,-56.20118459065756,46.835953,150.69305,0.7
99,87,91.57828,142.3748,111.76945,104.31684,127.31905,134.25331,126.309006,173.04427,115.01031,168.20844,77.505356,181.38599,52.612114,155.64938,164.46585,98.458275,111.00183,77.43874,1.769487,1.7064741,72.76095,50.91269,20.19117,-8.1214905,1.0100479,4.8358307,13.177551,-18.563507080078125,35.795044,109.99996,0.7
81,62,49.648624,147.80794,65.10664,117.361404,83.896996,165.81572,75.76994,217.2219,51.68834,186.84076,26.751095,214.86703,12.609146,178.5473,102.06795,101.64709,58.20167,57.816116,17.249504,57.59499,13.949912,23.944437,15.458019,18.007782,8.127052,30.381134,28.026276,-27.762593587239593,64.16864,47.85714,0.7
81,57,65.92934,120.95556,80.20942,119.46454,80.0783,145.67108,75.01249,206.56096,63.913433,175.01466,42.798935,178.17087,31.033321,164.8938,112.419464,103.035576,83.70201,75.895706,0.6991936,0.42827302,59.528404,47.420624,14.280083,24.715523,5.065811,31.546295,3.1562042,-21.6883544921875,42.635498,79.51022,0.7
68,48,120.20181,88.17286,134.72621,62.543068,150.69254,112.62657,151.53406,166.00343,134.62698,144.43498,90.154236,140.1733,72.98063,110.61847,178.7111,68.31634,137.66342,34.472534,4.5687227,2.1024232,89.03222,8.484996,14.524399,24.453712,0.8415222,21.56845,-4.261688,-39.58542887369791,44.310234,130.15749,0.7
75,57,75.30184,87.23837,91.49463,66.8947,109.313644,81.426865,115.25674,190.27373,84.68602,169.31755,25.492048,182.99455,9.248715,162.77731,108.94312,26.679077,66.99291,9.718919,1.2961416,0.87033975,20.790352,3.2526653,16.192787,-5.811508,5.9430923,20.956177,13.677002,-18.084625244140625,54.747787,90.19849,0.7
135,99,131.98184,111.02878,145.19904,84.66877,159.98055,113.92072,165.12086,163.79085,153.86272,148.12244,123.05259,168.2438,102.9397,137.45944,181.10515,77.3052,159.545,53.50897,118.9249,53.772285,97.66599,23.687935,13.217194,2.891945,5.14032,15.668411,20.121368,-22.592915852864593,36.615524,26.27414,0.7
123,87,47.53496,99.46888,72.16482,41.418915,78.95016,95.62677,74.6531,159.44595,59.786736,144.23053,27.673304,153.76123,12.106089,76.55527,132.18639,61.155212,108.246994,12.844,0.40869015,0.1640605,77.61684,0.30942392,24.629856,-3.8421097,4.297058,15.215424,9.530701,-75.92397054036459,34.471554,71.75613,0.7
61,37,116.3295,126.365654,129.5898,107.48404,142.53778,140.5838,142.01805,195.25217,123.889404,169.26399,98.06192,185.4302,86.62338,147.82571,160.75543,100.97841,127.00673,73.768005,4.4383497,3.051159,101.528885,38.236248,13.2603,14.218147,0.5197296,25.988174,16.166214,-35.48975626627603,39.605392,125.15145,0.7
95,50,85.89145,132.4037,112.6944,98.1107,114.41978,144.31792,101.3516,199.78119,90.282036,179.47134,55.447945,185.00505,41.655193,147.20981,159.66621,85.69021,148.16048,49.70788,128.26923,30.437212,137.01854,7.8427887,26.802948,11.914215,13.068176,20.309845,5.5337067,-40.87604777018228,58.62771,-15.574829,0.7
89,54,111.6098,116.56231,118.48905,79.92328,138.49077,141.81389,140.39311,209.99069,117.14209,163.97995,96.82541,184.1086,70.00238,104.36121,164.6916,77.29062,133.48647,56.443455,0.9439695,0.4558951,100.07655,24.570608,6.8792496,25.25158,1.9023438,46.010742,20.128647,-81.66519419352213,64.52328,117.54508,0.7
90,46,124.46994,107.72775,141.47464,67.86917,155.6851,123.83353,158.90108,180.4508,135.37456,151.52632,95.92369,169.44208,75.77865,108.80062,188.89815,66.54474,151.12704,20.714443,1.3729658,0.5447683,97.73979,1.3392028,17.0047,16.105774,3.215973,28.924484,17.915756,-58.3391087849935,57.288788,140.10167,0.7
60,47,114.10241,109.46669,134.97115,82.495804,138.51987,122.19477,134.83249,188.02605,11.45122,1.1000202,83.94733,179.15544,70.9042,138.94075,172.31235,99.34311,157.36896,79.617584,1.8060817,0.2892387,142.31285,15.702766,20.868736,12.728081,3.687378,186.92603,178.05542,16.180252075195312,22.851662,133.16507,0.7
33,28,115.62202,138.39601,137.79034,86.24269,142.62706,137.7348,146.9171,205.4531,118.88343,180.9185,90.61598,212.33496,55.20668,170.152,183.25385,79.41823,176.35472,48.99682,46.466488,6.545531,163.21727,9.868723,22.168327,-0.6612091,4.290039,24.534592,31.416458,-29.416854858398438,58.316574,91.32385,0.7
94,78,111.09292,104.78912,123.73744,62.718643,134.32178,119.806496,134.91011,153.93219,115.70906,142.08585,89.15918,144.73651,76.493195,97.52663,159.18724,81.33539,128.2038,40.767986,1.5016979,0.8903279,91.042755,4.88539,12.644524,15.017372,0.58833313,11.846344,2.6506653,-49.39155578613281,38.471107,122.23574,0.7
201,156,84.7823,61.689484,101.12084,43.57172,110.952385,83.86471,108.82711,125.49163,99.45892,106.82623,69.05161,122.0,46.02674,96.35663,135.36986,45.9395,108.06486,19.314934,85.51596,25.97059,67.75192,4.0409384,16.33854,22.175224,2.1252747,18.665398,15.173767,-21.74932861328125,37.92521,15.604881,0.7
82,59,70.31799,79.34472,93.32683,41.090405,100.46975,106.347015,93.97552,150.07092,80.8524,121.59392,52.01719,140.54074,37.435524,80.97698,130.2336,59.446976,110.469475,22.928337,1.6780818,1.1227394,87.02369,4.2132545,23.008835,27.002296,6.494232,28.477005,18.946823,-56.42488352457681,46.900036,91.64874,0.7
92,92,7.4760413,6.2707047,110.97728,71.66587,111.38827,134.448,99.80664,178.72571,81.616264,166.37256,47.488693,165.54816,39.02902,108.89663,159.98419,90.25641,129.69763,62.107502,99.90016,42.473373,86.15721,15.68197,103.501236,128.17729,11.581627,12.353149,-0.82440186,-61.3188451131185,44.19159,11.077118,0.7
50,52,109.84452,62.077026,154.28242,52.235207,146.1295,83.04575,128.39734,124.9937,96.91928,118.8562,36.802513,118.70303,24.401789,82.881645,187.00032,51.52182,160.54663,17.536564,1.8978649,1.334037,137.84384,3.839916,44.437904,20.968727,17.732162,6.137497,-0.15316772,-37.96932729085286,31.523933,152.38457,0.7
65,45,85.703545,94.61806,114.1745,57.312485,129.53285,104.52038,126.067825,141.2893,108.29783,127.1263,73.621506,158.3521,59.788353,142.45097,159.38397,67.92709,139.17801,28.413164,4.977619,1.8901637,145.80324,4.807309,28.470955,9.902321,3.4650269,14.16301,31.2258,0.1950734456380303,36.593292,109.196884,0.7
127,131,113.629654,117.44276,145.16103,77.547035,152.02354,122.7705,153.80887,157.82466,133.30815,151.17206,93.977554,161.36913,65.665825,143.3598,177.12422,77.091,139.84557,38.91761,1.6479337,0.88142914,104.294655,6.6930137,31.531372,5.3277435,1.7853241,6.652603,10.197067,-13.428812662760407,45.679497,143.51309,0.7
144,126,119.14316,126.19197,124.46515,98.034294,146.2313,145.1547,150.95595,206.1994,134.64526,178.84494,104.903534,195.7072,91.75762,168.88725,190.11816,105.91646,146.58829,75.31273,105.55475,53.514824,88.56212,26.79165,5.321991,18.962723,4.724655,27.354462,16.862259,-24.69658915201822,39.238235,18.9104,0.7
72,60,86.62973,77.0278,102.534134,52.246872,114.80713,102.76694,105.77038,157.37651,88.85369,140.11694,52.69006,143.98045,40.19154,90.280014,148.93097,62.158867,130.63707,22.88962,0.971418,0.6341027,70.516266,1.4996254,15.904404,25.739136,9.036751,17.259567,3.8635101,-56.877965291341155,40.60807,101.56271,0.7
96,96,140.09572,79.77975,159.63873,53.25592,168.34763,91.95711,166.50603,132.70894,144.91312,112.59426,101.71823,129.93555,83.64244,88.883965,201.7121,68.03632,176.46451,39.830822,1.7884207,1.5840021,137.65565,17.30943,19.543015,12.177361,1.8415985,20.114677,17.341286,-36.195615132649735,23.920784,157.85031,0.7
45,49,68.446396,103.02788,102.42703,96.73394,108.661514,136.67873,105.6145,182.48402,69.54413,160.56705,27.288055,178.08977,12.546931,170.2985,149.94424,89.634674,115.52574,64.14298,79.79265,57.605396,109.13368,31.660929,33.980637,33.65085,3.0470123,21.916977,17.52272,-3.415130615234375,47.044056,22.634384,0.7
103,72,7.4810157,4.869342,120.73161,50.251728,149.58905,123.68639,148.1001,197.25084,124.90263,154.54628,74.61781,164.11145,34.362297,85.388115,175.84749,71.09735,154.12802,38.579403,1.8891871,0.5056194,131.76707,8.50643,113.250595,118.817055,1.4889526,42.70456,9.56517,-86.58140818277994,52.58905,118.84242,0.7
127,77,105.849915,95.11977,116.70117,66.89963,130.73212,123.79991,128.6276,173.62476,107.12192,145.0434,85.91844,151.97736,67.811554,128.54773,163.45021,100.225685,156.67204,61.215252,152.5517,29.615267,152.13408,5.087659,10.851257,28.680145,2.1045227,28.58136,6.93396,-28.3341064453125,23.574226,-35.850525,0.7
211,137,111.470314,71.78041,128.38982,59.92633,125.07968,116.41338,118.91586,187.93973,92.918175,156.87183,68.05323,183.26407,45.305058,136.91963,162.93456,66.13321,140.48999,18.98962,1.0773667,0.44165084,133.74098,0.7063661,16.919502,44.632973,6.1638184,31.067902,26.392242,-39.10557556152344,50.28018,127.31245,0.7
64,47,97.49561,100.02741,106.063995,78.21702,121.71631,119.19488,121.27832,159.16586,89.19569,142.38521,78.9729,150.43105,190.53561,72.138176,130.95685,52.473995,99.572975,45.834503,2.265271,2.3386939,79.73327,40.75871,8.568382,19.167465,0.43798828,16.780655,8.045837,-78.52252960205078,66.72089,103.79872,0.7
100,78,85.22613,68.790695,105.455414,56.322872,116.96161,100.5406,118.92366,157.62991,94.201454,121.46612,78.24455,134.1174,51.02983,116.29414,145.17264,89.43154,138.53221,51.935333,140.36884,24.111492,156.5122,5.117348,20.229286,31.749908,1.9620514,36.163795,12.651283,-21.44366963704428,11.109055,-34.91342,0.7
190,132,99.15736,59.053886,113.2619,56.734737,116.804596,79.585175,115.40651,163.50699,104.17927,131.27365,78.83587,141.62581,62.362053,102.25379,133.84665,39.0063,113.17754,17.514973,1.3400213,0.71334606,100.98338,4.6287394,14.104546,20.531288,1.3980865,32.233337,10.352158,-43.21501922607422,40.57887,111.92188,0.7
118,105,111.309105,92.05961,127.96558,86.55773,121.841934,134.713,106.93415,188.39346,93.417114,164.8988,71.39055,173.39047,62.407616,139.53531,173.36267,71.95961,154.05133,26.436943,0.85520196,0.37051794,141.18639,1.1507384,16.656479,42.65339,14.9077835,23.49466,8.491669,-36.025604248046875,62.753395,127.11038,0.7
68,55,112.505035,101.512695,133.01077,76.5526,139.17267,143.32698,125.73828,177.20187,107.50047,149.64215,74.06414,151.13376,49.91738,109.620804,185.13338,89.927605,156.80348,39.721153,1.1835773,0.49357674,140.92468,2.8149352,20.505737,41.814285,13.434387,27.559723,1.4916077,-49.70512390136719,53.399376,131.8272,0.7
110,78,122.030174,88.62701,137.87383,67.29654,149.85928,110.78095,150.08937,162.17595,136.28711,140.19032,110.59326,148.69238,91.7953,119.34226,177.86699,80.73791,146.45297,35.878395,1.4512656,0.7831341,106.93612,4.231914,15.843651,22.153946,0.23008728,21.985626,8.50206,-31.010622660319,30.043045,136.42256,0.7
107,76,95.49232,91.02225,109.21678,72.89958,128.72154,131.21384,128.46997,189.53207,120.877106,173.20627,91.46043,179.98338,70.64789,158.13972,163.9368,85.987366,136.08783,41.58786,1.2207985,0.78279,113.37747,4.0099196,13.724464,40.19159,0.25157166,16.325806,6.777115,-22.76752217610678,45.22647,107.99599,0.7
82,57,99.560104,89.75334,126.05597,56.42294,134.35483,111.18041,133.23119,157.96051,118.75906,137.9187,90.484215,151.1879,67.95269,115.064926,162.76015,67.974205,122.101234,28.198046,2.352364,0.95152724,135.884,4.827025,26.495865,21.42707,1.123642,20.04181,13.269196,-33.95744323730469,43.206215,123.703606,0.7
158,114,76.48318,80.69195,99.476395,62.01979,109.553986,112.59414,100.192314,184.08311,89.15461,148.45569,54.77939,158.77373,44.754856,116.96565,139.08273,69.79816,122.06038,37.058556,1.9916193,1.7806797,73.11699,12.784615,22.993217,31.902191,9.361671,35.627426,10.318039,-46.805201212565095,42.795982,97.48477,0.7
56,41,97.60147,99.89201,115.74388,65.89206,127.21838,129.3973,121.39122,180.7692,109.9976,157.79391,83.82766,172.64505,68.04057,144.01474,159.15457,86.597115,131.88045,44.99592,2.5895538,1.814767,89.79869,6.730172,18.14241,29.50528,5.8271637,22.97528,14.851135,-26.387980143229157,42.80018,113.15433,0.7
66,50,91.79533,77.32911,109.16084,57.257812,121.067795,104.8828,122.47558,162.55496,95.66214,138.44498,68.996544,170.2485,40.489822,136.64853,157.38588,82.41232,158.92416,57.664963,163.0675,33.492413,180.72581,11.605882,17.365517,27.553688,1.4077835,24.109985,31.803528,-20.434285481770843,22.47047,-53.906662,0.7
91,72,73.905464,87.38628,109.36407,63.8368,123.43101,114.18586,126.46725,165.87665,99.52313,137.4001,54.57104,162.20715,33.897396,144.14093,165.47945,61.793324,128.30109,19.776564,0.8783928,0.48820412,99.94174,2.2506115,35.458603,26.799583,3.0362396,28.476547,24.807053,-11.020365397135407,52.392544,108.48567,0.7
50,39,95.609535,131.6006,137.33032,84.7191,137.5167,149.36368,133.52686,195.64565,116.794785,181.63434,71.14222,199.54399,40.5264,159.51318,186.4525,87.28433,152.44356,36.048637,0.7534921,0.49483895,109.89523,4.7529793,41.720787,17.763077,3.9898376,14.011307,17.909653,-32.761474609375,62.079346,136.57683,0.7
122,93,103.70383,106.46697,114.32997,87.09953,131.55911,144.33905,124.73165,195.38448,99.69165,160.28935,69.88307,164.10281,58.6825,110.427345,153.10782,107.92348,139.31451,59.21337,131.1534,27.017693,140.88081,6.207297,10.626144,37.872078,6.8274612,35.095123,3.8134613,-62.83152516682944,36.415573,-16.823425,0.7
139,110,95.26155,133.64452,107.83677,104.09691,128.93011,130.97232,142.642,184.21124,122.909874,154.42801,89.32893,162.14835,65.17985,146.07932,139.64142,97.9032,98.73799,75.75411,7.130893,4.180995,38.316463,54.840374,12.575218,-2.6721954,13.711884,29.783234,7.720337,-20.849884033203125,33.069122,100.70588,0.7
98,80,116.26888,112.21384,135.1956,83.967575,146.01581,150.62462,141.22585,203.36035,118.87403,175.40712,82.51921,191.67896,76.7275,158.5218,179.04428,99.73183,157.92455,58.72565,1.2323102,0.9648479,135.52216,15.9196415,18.92672,38.41078,4.789963,27.953232,16.271835,-31.626998901367188,50.8928,133.96329,0.7
157,133,102.3833,126.580574,112.579735,112.64681,134.01607,144.73917,136.5192,204.52896,114.588776,174.83308,76.950005,182.5234,57.90144,145.68642,152.13193,124.83679,126.999756,96.74983,95.48733,61.33713,127.68618,56.225193,10.196434,18.158592,2.503128,29.695877,7.690323,-41.60874938964844,19.902378,17.092407,0.7
128,108,94.313416,130.38123,108.85676,74.25544,135.34244,120.30848,139.6308,188.72957,12.039721,1.3124521,71.36818,184.55664,50.276173,130.20538,176.26237,75.03044,136.83386,46.410194,0.9541245,0.134399,74.49536,3.1499743,14.543343,-10.072746,4.2883606,187.41711,183.24419,5.339162190755204,45.278038,107.90263,0.7
78,63,132.99002,91.96939,138.99524,76.20148,155.68993,126.75514,152.95677,160.24438,133.8589,136.17694,103.042915,152.59564,76.46551,85.249886,195.10234,89.48591,182.97556,62.17981,160.42699,26.786282,163.6336,12.169633,6.0052185,34.78575,2.7331543,24.067444,16.418701,-64.42243703206381,37.26923,-21.431747,0.7
76,47,100.92637,102.85211,125.56063,92.446144,127.730576,145.7658,124.908585,194.27837,80.44353,159.12941,17.196,3.8050928,61.639526,173.00414,141.42932,106.38753,147.73744,101.17099,2.2010355,0.74737483,125.06152,19.887709,24.634262,42.91368,2.821991,35.148956,-155.32431,53.93318176269531,39.378265,123.3596,0.7
176,124,80.38671,119.75382,98.7945,102.067215,105.80655,146.9056,107.57587,180.39502,79.2232,160.63455,43.829018,173.87248,30.93656,152.34848,138.89026,97.319695,124.18787,70.26626,84.1056,42.6153,82.59158,23.423805,18.407791,27.151772,1.7693176,19.760468,13.23793,-19.285532633463532,49.585903,14.688904,0.7
80,67,102.68292,138.08438,117.711,111.51704,131.60318,155.27058,128.91747,195.84985,113.00159,176.4194,84.68732,189.79259,75.52839,116.03224,157.5182,110.13308,131.90092,84.045746,87.655495,67.62237,92.274536,34.38213,15.028076,17.186203,2.6857147,19.43045,13.373184,-71.32170104980469,45.137505,30.055504,0.7
81,64,93.74998,131.50462,128.31544,87.86464,139.3962,161.45355,133.49878,190.5139,114.9504,173.9927,72.70978,183.40271,43.884567,127.343315,174.44002,120.92022,166.66882,97.64595,162.2663,70.847084,201.05429,45.498848,34.565468,29.948929,5.897415,16.521194,9.410004,-55.293118794759124,40.533333,-33.95085,0.7
73,84,113.33842,100.71616,140.14673,80.08493,157.69743,128.29665,151.4409,198.62125,116.147385,165.50752,70.15753,179.70294,47.874947,137.20296,202.54222,85.30591,173.0199,57.68604,98.50477,26.746485,130.92485,7.321885,26.808311,27.580482,6.256531,33.113724,14.195419,-44.07428487141928,42.990738,41.64196,0.7
45,59,122.8916,117.29828,140.09897,87.31995,160.81529,135.81197,153.6852,195.38141,109.10956,160.47571,58.622055,169.47537,29.736092,135.70786,203.42758,97.36106,150.06102,80.692055,1.8908554,1.5350599,61.687866,17.874094,17.207367,18.513687,7.1300964,34.9057,8.999664,-39.402984619140625,38.450912,138.20811,0.7
98,84,113.77084,90.74395,124.64287,68.35924,141.78296,120.572945,141.67273,183.00948,111.076996,159.1156,84.114784,184.47711,61.539024,145.69768,176.10437,80.70233,146.82846,49.333176,111.36808,16.565565,131.55322,4.9003215,10.872025,29.828995,0.11022949,23.893875,25.361511,-29.836380004882812,39.870613,13.274788,0.7
108,66,101.07817,123.33385,122.29243,89.68129,132.85754,137.9194,132.37585,210.36372,114.77104,185.58122,82.08833,206.03543,65.24579,160.31073,154.12173,80.92367,122.072784,44.173157,1.5466866,1.3002046,84.15671,17.64666,21.214256,14.585556,0.48168945,24.782501,20.454208,-40.34938557942709,56.995735,120.74574,0.7
61,42,105.83594,136.87961,131.11188,79.59055,154.60165,148.42761,154.37335,200.14552,134.74066,174.70099,97.304214,197.65338,62.701904,145.39969,202.9439,113.835075,179.9208,72.039604,138.12798,26.667374,136.53304,9.098092,25.27594,11.548004,0.228302,25.444534,22.952393,-45.43360392252603,34.592537,-7.016098,0.7
137,96,120.22974,108.11664,133.6077,83.76668,147.80804,115.593475,147.81299,173.41946,111.750824,145.17935,67.26842,138.44682,50.20187,82.77235,171.00708,90.16587,150.55627,61.021095,123.12599,27.791464,125.00498,12.319019,13.37796,7.476837,0.0049438477,28.240112,-6.7325287,-69.57620493570963,25.427605,10.481705,0.7
72,51,112.50967,101.22768,122.20979,79.27643,131.31335,138.61493,130.99907,197.16418,10.048134,0.9952901,56.269554,137.65916,60.838676,84.31166,152.75539,73.2842,139.35284,50.272793,0.5903454,0.08756873,99.80626,15.420584,9.700127,37.387253,0.31428528,196.1689,136.66388,-27.627883911132812,65.33073,121.619446,0.7
153,120,97.64959,113.85161,110.60956,60.396282,132.8264,122.18822,139.1025,174.85501,119.3985,159.49283,88.9429,167.0392,60.58718,110.313705,157.45001,83.24052,142.83664,56.980278,1.5590897,0.89347947,118.687965,9.373189,12.959969,8.336609,6.2760925,15.362183,7.5463715,-56.81530253092447,38.9477,109.05047,0.7
150,80,104.95794,123.792816,122.52261,82.77523,133.53754,133.71802,127.89227,204.33183,112.56072,168.27695,84.24481,183.91978,69.590324,148.458,155.52518,85.59012,133.02272,45.29895,1.6435215,1.1965822,105.9673,11.2033205,17.564674,9.925201,5.6452637,36.054886,15.642838,-37.05152893066406,48.1279,120.87909,0.7
69,45,90.48931,109.930984,115.25787,63.170364,128.03416,147.35048,127.742325,209.67267,107.56624,174.2926,78.038666,194.69412,50.9144,113.67868,170.77682,80.00711,132.54457,35.226685,0.7000781,0.5520123,117.19353,5.818949,24.768562,37.419495,0.2918396,35.380066,20.40152,-79.20779418945312,67.34336,114.55779,0.7
156,114,111.87883,89.17187,123.01602,49.585506,143.35948,102.45882,146.88788,147.0239,123.46544,123.41356,82.65321,136.2453,58.58895,84.42485,174.83344,55.95333,140.14392,25.186968,1.5397764,0.80563354,80.05988,3.7617621,11.137192,13.286949,3.5283966,23.610336,12.831741,-51.13606262207031,46.505486,121.47624,0.7
195,104,108.969406,86.768364,115.716095,70.82892,119.45825,140.59082,119.372574,191.00266,106.137566,144.98653,70.91023,184.42665,48.427837,161.38263,148.0875,70.014145,116.67069,20.256504,1.4234717,0.8267104,85.65641,6.639182,6.746689,53.822456,0.0856781,46.01613,39.440125,-12.089314778645843,70.57668,114.292625,0.7
66,40,98.84067,92.56581,102.04194,72.2063,109.170906,125.11687,104.94232,182.052,81.36085,153.64877,56.663292,169.89452,51.75108,101.456505,143.44025,66.0621,92.002625,35.573757,2.157452,1.3983461,86.46442,10.169362,3.201271,32.551056,4.2285843,28.403229,16.245743,-67.07525380452475,59.054764,99.88448,0.7
197,110,104.04977,112.364494,107.63673,89.800316,126.69281,119.198204,129.6737,199.21785,99.33851,162.21782,77.31317,190.01457,60.19635,156.47765,133.1661,72.681564,103.97058,51.370914,4.541043,2.058868,85.1608,17.987307,3.5869598,6.8337097,2.980896,37.00003,27.796753,-27.33910624186197,46.516632,103.09568,0.7
153,111,85.11243,117.363754,92.88046,84.34333,124.86708,142.79276,134.45581,206.81323,120.27844,172.75386,66.20703,206.36224,48.898544,160.70383,174.57428,75.27818,139.46657,38.873066,5.163707,5.7405925,74.373764,42.02912,7.768036,25.429,9.58873,34.059372,33.608383,-34.60594685872397,67.51458,87.71676,0.7
110,63,100.18174,100.5281,106.28082,73.64169,113.465454,138.63948,114.13022,199.39584,92.26518,173.55907,68.5051,180.38918,55.072113,99.90729,144.99675,100.63852,146.14227,51.39882,1.0175265,0.5043137,126.11027,4.078151,6.099083,38.11138,0.6647644,25.836777,6.8301086,-84.54073079427084,38.000954,105.2633,0.7
99,48,110.01201,105.91288,122.59489,48.668747,137.8555,105.706406,141.56564,192.21127,132.92612,171.31648,108.65304,189.80386,94.88758,163.75104,163.24855,56.112038,137.62196,24.552658,1.4097054,1.0108137,107.98581,2.769466,12.582878,-0.2064743,3.710144,20.89479,18.487381,-20.692850748697907,49.594364,121.18518,0.7
191,98,94.94597,83.560524,120.11454,65.7156,121.23364,124.54241,120.12314,195.02458,96.01633,146.7532,72.3781,156.57347,50.73917,107.50163,146.06213,81.44108,121.60435,40.70901,1.7261976,0.835729,96.05551,8.331266,25.168571,40.981888,1.1105042,48.271378,9.820267,-58.615453084309905,43.10134,118.38834,0.7
114,64,112.521576,129.23003,131.06128,86.0653,137.17232,165.98961,133.42883,207.2852,112.2752,189.20694,77.49762,205.56453,58.130615,152.0026,173.05157,104.50297,143.15182,59.987206,1.5628852,1.4373698,117.508514,13.7664385,18.539703,36.759583,3.7434845,18.078262,16.35759,-48.682952880859375,61.48665,129.4984,0.7
127,84,122.37574,124.31927,129.23627,98.091545,152.47697,128.8654,165.41249,174.68256,139.92336,165.4551,113.5049,196.45786,100.09685,132.77002,167.9456,95.70183,138.20923,75.80607,119.05382,73.41704,118.7318,36.496906,6.860527,4.546135,12.935516,9.227463,31.002762,-46.09513346354166,33.163574,10.182449,0.7
84,63,114.50481,112.761154,129.03203,98.338135,135.15352,143.64665,128.17168,191.20386,112.28918,170.78003,78.511826,172.79477,58.31093,132.3953,166.34363,103.74471,152.48447,80.98284,0.92929673,0.613828,129.87941,33.84462,14.527222,30.885498,6.981842,20.423828,2.01474,-45.86426798502603,39.90194,128.10274,0.7
56,41,112.75795,111.8224,127.177795,80.84366,152.51266,126.34621,152.7234,188.95868,128.01389,156.91354,75.064865,159.38486,51.72398,97.30742,207.87296,73.29467,159.43428,35.22406,1.3523638,0.6168788,104.48555,4.8445773,14.419846,14.523804,0.21073914,32.045135,2.4713135,-71.11160786946616,53.051537,125.82543,0.7
85,77,95.74647,118.08655,130.44484,80.341415,141.281,114.73918,141.70848,154.96371,112.81552,145.48233,73.44746,160.35115,49.00185,120.48678,159.03625,74.25264,132.64835,45.80535,2.032155,1.2530175,114.745834,10.684617,34.69837,-3.3473663,0.42747498,9.481384,14.86882,-33.112281799316406,40.48654,128.41269,0.7
108,98,107.13934,98.84584,120.55017,70.70772,131.41139,123.46284,130.59097,158.36961,108.313126,130.62627,65.765,157.45125,38.070972,137.81819,169.28326,73.73011,143.72527,32.821117,1.5708728,0.9628961,103.174995,7.311783,13.410828,24.616997,0.8204193,27.743347,26.824982,-10.997522989908845,49.732735,118.9793,0.7
94,69,112.425255,97.28494,137.82318,56.107044,135.40689,95.96639,136.02345,157.0683,114.09548,137.43582,69.780365,134.68565,52.596558,109.39233,163.22897,53.854523,159.22922,22.590685,1.7251427,0.77929693,136.89792,3.3307247,25.397926,-1.3185501,0.6165619,19.632477,-2.7501678,-33.670926411946624,42.11187,136.09804,0.7
83,71,93.03809,93.662926,121.493805,67.04003,132.3347,99.25789,133.1036,143.3084,109.20082,126.11059,70.91347,132.89752,46.494083,101.18999,148.92656,58.989662,123.12044,27.685728,1.0130955,0.47759682,91.47849,4.9764113,28.455711,5.594963,0.76890564,17.197807,6.786934,-32.91551208496094,40.268223,120.48071,0.7
